participantNumber,trialNum,TargetPresent,beta,seed,x,y,RT
2, 78,1,1.65, 86,672,402, 0.553
2, 79,1,1.60, 62,244,662, 4.222
2, 80,0,1.65,153,NaN,NaN, 4.524
2, 81,1,1.60, 61,470,891,46.740
2, 82,1,1.60, 15,199,699, 1.246
2, 83,1,1.70,217,631,678, 0.648
2, 84,1,1.70,195,656,236, 0.815
2, 85,1,1.65,136,404,534, 0.531
2, 86,1,1.65,103,617,260, 2.617
2, 87,1,1.65,120,455,636, 0.565
2, 88,1,1.60, 55,280,261, 2.011
2, 89,0,1.60, 74,NaN,NaN,-1.000
2, 90,1,1.70,201,609,340, 0.670
2, 91,1,1.60,  7,279,204, 2.780
2, 92,0,1.70,235,NaN,NaN,-1.000
2, 93,1,1.60, 45,860,644, 3.092
2, 94,1,1.70,227,807,634, 0.492
2, 95,1,1.65,140,873,778, 0.757
2, 96,1,1.70,167,676,220, 0.524
2, 97,1,1.70,210,919,331, 0.740
2, 98,1,1.60, 14,312,195,36.244
2, 99,1,1.65,124,322,623, 0.922
2,100,1,1.70,192,744,409, 0.791
2,101,1,1.70,219,523,732, 0.721
2,102,1,1.70,211,752,421, 0.531
2,103,1,1.70,171,553,639, 0.497
2,104,1,1.70,188,141,535, 0.953
2,105,1,1.70,173,318,798, 0.564
2,106,1,1.70,184,383,545, 0.483
2,107,0,1.60, 76,NaN,NaN,-1.000
2,108,1,1.65,121,254,362, 0.871
2,109,1,1.60, 17,155,715, 3.487
2,110,1,1.65,145,719,869, 0.700
2,111,0,1.65,152,NaN,NaN,-1.000
2,112,1,1.60,  2,842,456, 5.303
2,113,1,1.65,133,269,726,12.177
2,114,1,1.60, 25,745,317, 1.580
2,115,1,1.65,126,252,602, 0.842
2,116,1,1.70,212,410,518, 0.569
2,117,1,1.60, 36,543,656, 0.759
2,118,1,1.60, 60,403,606, 3.129
2,119,1,1.70,185,186,514, 0.852
2,120,1,1.70,176,389,284, 0.518
2,121,1,1.65,127,350,412, 1.024
2,122,1,1.70,183,673,913, 0.746
2,123,1,1.60, 11,698,389, 1.038
2,124,1,1.65, 99,369,562, 2.974
2,125,1,1.70,191,140,546, 0.628
2,126,1,1.70,162,511,298, 0.740
2,127,1,1.60, 35,594,779, 0.985
2,128,1,1.60, 49,735,710, 0.903
2,129,1,1.65,110,811,835, 0.714
2,130,1,1.65, 83,636,749, 0.595
2,131,0,1.70,231,NaN,NaN,-1.000
2,132,1,1.65, 97,375,144, 1.240
2,133,1,1.60, 24,350,547, 0.869
2,134,1,1.65,150,535,120, 0.662
2,135,1,1.65,125,180,636, 1.566
2,136,1,1.60, 54,124,462, 5.958
2,137,1,1.70,214,715,473, 0.782
2,138,1,1.70,180,430,219, 0.557
2,139,1,1.60, 63,441,912, 4.632
2,140,1,1.70,225,668,792, 0.530
2,141,1,1.65,148,384,889, 0.927
2,142,1,1.60, 57,657,196, 1.239
2,143,1,1.70,161,789,385, 0.797
2,144,1,1.70,198,283,378, 1.095
2,145,1,1.70,193,368,293, 0.715
2,146,1,1.65,108,366,511, 0.699
2,147,1,1.60,  3,631,811,10.604
2,148,1,1.70,200,584,164, 0.671
2,149,1,1.60, 64,753,704, 1.505
2,150,1,1.65,147,576,327, 0.698
2,151,1,1.60, 10,208,689, 2.572
2,152,1,1.70,178,740,668, 0.821
2,153,1,1.60, 65,355,171, 2.165
2,154,1,1.60, 28,712,637, 1.455
2,155,1,1.60, 20,509,922, 1.840
2,156,1,1.70,229,340,517, 1.482
2,157,1,1.60, 69,410,204, 1.110
2,158,1,1.60, 53,716,745,17.236
2,159,1,1.65, 90,381,436, 0.757
2,160,1,1.65,141,228,721, 0.758
2,161,1,1.65,106,567,299, 0.566
2,162,1,1.70,230,579,786, 0.540
2,163,1,1.60, 16,311,555, 1.540
2,164,1,1.60, 39,426,313, 0.774
2,165,1,1.60, 23,351,297, 2.431
2,166,0,1.60, 72,NaN,NaN,-1.000
2,167,1,1.65,130,516,740, 0.770
2,168,1,1.60, 43,451,956, 5.385
2,169,1,1.60, 44,700,218, 8.779
2,170,1,1.65,117,832,625, 0.963
2,171,1,1.60,  8,456,955,-1.000
2,172,1,1.60,  6,204,619, 8.939
2,173,0,1.70,233,NaN,NaN,-1.000
2,174,0,1.65,160,NaN,NaN, 4.197
2,175,1,1.70,190,483,153, 0.652
2,176,1,1.65,128,316,422, 0.664
2,177,1,1.70,226,463,201, 0.906
2,178,1,1.65, 91,609,580, 0.688
2,179,1,1.65, 98,581,843, 1.146
2,180,1,1.70,197,752,550, 0.665
2,181,1,1.70,203,655,686, 0.557
2,182,1,1.65,105,751,433, 0.571
2,183,1,1.65,115,337,490, 0.606
2,184,1,1.60, 46,622,646,16.440
2,185,1,1.65, 82,865,377, 1.582
2,186,1,1.60, 67,503,836, 1.671
2,187,1,1.65, 87,643,716, 0.539
2,188,1,1.65,112,280,642, 0.888
2,189,1,1.60, 38,803,698, 1.937
2,190,1,1.60, 21,842,661, 3.583
2,191,1,1.70,202,675,885, 0.544
2,192,0,1.65,159,NaN,NaN,-1.000
2,193,1,1.60, 29,536,902, 5.784
2,194,0,1.60, 77,NaN,NaN,-1.000
2,195,1,1.60,  1,622,498, 0.912
2,196,1,1.65,129,293,404, 1.566
2,197,0,1.65,154,NaN,NaN, 3.689
2,198,1,1.70,181,871,349, 0.894
2,199,0,1.65,157,NaN,NaN,-1.000
2,200,1,1.70,213,174,538, 0.914
2,201,1,1.70,194,890,642, 2.050
2,202,1,1.70,221,326,602, 0.684
2,203,1,1.70,228,777,390, 0.820
2,204,1,1.60, 68,710,666, 0.662
2,205,1,1.65,101,769,758, 1.551
2,206,1,1.70,174,233,529, 0.687
2,207,1,1.60, 70,641,751, 0.746
2,208,1,1.70,199,887,261, 0.665
2,209,1,1.65,123,420,475, 0.543
2,210,1,1.65, 93,796,502, 0.676
2,211,1,1.70,182,478,936, 0.508
2,212,1,1.65,134,485,925, 2.561
2,213,1,1.60, 30,278,259, 2.269
2,214,1,1.65,138, 90,455, 0.966
2,215,1,1.60, 26,859,582, 4.836
2,216,1,1.70,179,773,680, 0.675
2,217,1,1.70,222,823,684, 0.990
2,218,1,1.65, 96,118,681, 1.519
2,219,1,1.60, 27,380,720, 0.762
2,220,1,1.70,216,342,902, 0.781
2,221,1,1.70,204,791,389, 0.567
2,222,1,1.60, 50, 87,466, 1.881
2,223,1,1.65,143,731,234, 0.713
2,224,0,1.70,238,NaN,NaN,-1.000
2,225,0,1.70,234,NaN,NaN, 0.891
2,226,1,1.65,118,436,385, 1.051
2,227,1,1.60, 33,528,342, 3.060
2,228,1,1.65,135,462,824, 0.640
2,229,1,1.60, 13,727,440, 1.552
2,230,1,1.65,146,215,467, 1.612
2,231,0,1.70,240,NaN,NaN,-1.000
2,232,1,1.70,209,319,173, 0.903
2,233,1,1.65,149,581,125, 0.961
2,234,1,1.60, 48,377,647, 1.074
2,235,1,1.70,224,945,575, 0.842
2,236,0,1.60, 73,NaN,NaN,-1.000
2,237,1,1.70,186,433,677, 0.747
2,238,1,1.60, 19,875,608, 0.881
2,239,0,1.65,156,NaN,NaN,-1.000
2,240,1,1.70,170,652,175, 0.773
4,  1,0,1.60, 74,NaN,NaN,-1.000
4,  2,1,1.70,162,511,298, 0.550
4,  3,1,1.65, 90,381,436, 0.567
4,  4,1,1.70,195,656,236, 0.612
4,  5,1,1.65,103,617,260, 1.210
4,  6,1,1.60, 66,433,877, 1.988
4,  7,1,1.60, 31,306,678, 1.584
4,  8,1,1.70,214,715,473, 0.676
4,  9,1,1.60, 54,124,462, 4.065
4, 10,0,1.70,236,NaN,NaN,-1.000
4, 11,1,1.60, 62,244,662, 1.987
4, 12,1,1.70,218,632,702, 0.827
4, 13,1,1.65,102,443,650, 0.494
4, 14,1,1.60, 24,350,547, 0.456
4, 15,1,1.70,187,197,733, 0.492
4, 16,1,1.65,136,404,534, 0.371
4, 17,1,1.65,120,455,636, 0.398
4, 18,1,1.60, 67,503,836, 1.041
4, 19,1,1.60, 16,311,555, 0.790
4, 20,1,1.60, 38,803,698, 1.787
4, 21,1,1.60, 56,238,246, 0.843
4, 22,1,1.70,229,340,517, 0.635
4, 23,1,1.70,198,283,378, 0.600
4, 24,1,1.70,197,752,550, 0.551
4, 25,1,1.60, 10,208,689, 2.119
4, 26,1,1.60, 25,745,317, 1.756
4, 27,1,1.65, 99,369,562, 1.113
4, 28,1,1.65,104,895,526, 1.032
4, 29,1,1.70,178,740,668, 0.953
4, 30,0,1.70,232,NaN,NaN,-1.000
4, 31,1,1.60,  4,181,416, 2.310
4, 32,1,1.60, 33,528,342, 2.910
4, 33,1,1.60, 29,536,902, 7.849
4, 34,1,1.65,128,316,422, 0.756
4, 35,1,1.60, 50, 87,466, 3.766
4, 36,0,1.70,231,NaN,NaN,-1.000
4, 37,1,1.60, 41,745,422, 4.604
4, 38,1,1.60, 61,470,891, 1.355
4, 39,1,1.65,132,742,289, 1.427
4, 40,0,1.60, 76,NaN,NaN,-1.000
4, 41,0,1.65,151,NaN,NaN,-1.000
4, 42,1,1.65, 86,672,402, 0.539
4, 43,1,1.60, 65,355,171, 1.860
4, 44,1,1.65,144,461,177, 0.647
4, 45,1,1.65,111,687,206, 0.662
4, 46,0,1.60, 75,NaN,NaN,-1.000
4, 47,1,1.70,210,919,331, 0.591
4, 48,1,1.70,188,141,535, 0.627
4, 49,1,1.65,134,485,925, 2.670
4, 50,1,1.70,185,186,514, 0.552
4, 51,1,1.70,166,270,772, 0.440
4, 52,0,1.60, 80,NaN,NaN, 1.521
4, 53,1,1.70,207,418,418, 0.516
4, 54,1,1.60, 40,220,659, 8.150
4, 55,1,1.70,228,777,390, 0.768
4, 56,1,1.65,118,436,385, 0.590
4, 57,1,1.65, 89,671,858, 1.007
4, 58,1,1.70,184,383,545, 0.493
4, 59,1,1.60, 44,700,218, 7.969
4, 60,1,1.70,171,553,639, 0.590
4, 61,1,1.60,  1,622,498, 5.095
4, 62,1,1.70,204,791,389, 0.697
4, 63,1,1.60,  8,456,955,-1.000
4, 64,1,1.70,216,342,902, 0.757
4, 65,1,1.65,100,269,612, 0.495
4, 66,1,1.70,224,945,575, 0.875
4, 67,0,1.70,237,NaN,NaN,-1.000
4, 68,1,1.60, 60,403,606,12.213
4, 69,0,1.70,238,NaN,NaN,-1.000
4, 70,1,1.65,122,193,503, 0.717
4, 71,1,1.70,201,609,340, 0.770
4, 72,1,1.65, 95,721,497, 0.539
4, 73,1,1.70,164,637,574, 0.504
4, 74,1,1.60, 51,453,362, 3.017
4, 75,0,1.60, 72,NaN,NaN,-1.000
4, 76,1,1.70,217,631,678, 0.656
4, 77,1,1.60,  2,842,456, 1.697
4, 78,0,1.65,155,NaN,NaN,-1.000
4, 79,1,1.60,  5,421,916, 1.465
4, 80,0,1.60, 78,NaN,NaN,-1.000
4, 81,1,1.60,  6,204,619, 1.677
4, 82,1,1.60, 15,199,699, 0.983
4, 83,1,1.70,212,410,518, 0.574
4, 84,1,1.60,  3,631,811, 1.751
4, 85,1,1.60, 46,622,646, 7.277
4, 86,1,1.70,211,752,421, 0.582
4, 87,1,1.65, 91,609,580, 0.502
4, 88,1,1.60, 59,322,374, 1.020
4, 89,1,1.70,186,433,677, 0.541
4, 90,0,1.65,157,NaN,NaN,-1.000
4, 91,1,1.60, 45,860,644, 1.590
4, 92,1,1.65,116,612,166, 1.342
4, 93,1,1.65,150,535,120, 0.529
4, 94,1,1.65,142,535,956, 5.373
4, 95,1,1.60, 69,410,204, 1.259
4, 96,1,1.60, 47,380,589, 0.734
4, 97,1,1.65, 97,375,144, 0.921
4, 98,1,1.60, 49,735,710, 1.365
4, 99,1,1.65,108,366,511, 0.529
4,100,1,1.70,174,233,529, 0.419
4,101,1,1.60, 18,388,881, 0.813
4,102,1,1.65,137,736,583, 0.588
4,103,1,1.60, 23,351,297, 0.693
4,104,1,1.60, 34,444,232, 1.245
4,105,1,1.65, 87,643,716, 0.636
4,106,1,1.60, 36,543,656, 0.539
4,107,1,1.65,125,180,636, 0.893
4,108,1,1.65,131,314,115, 1.520
4,109,1,1.65, 98,581,843, 0.837
4,110,1,1.65,146,215,467, 0.588
4,111,0,1.65,158,NaN,NaN,-1.000
4,112,1,1.65,107,879,344, 1.247
4,113,1,1.60, 55,280,261, 0.840
4,114,1,1.70,189,344,448, 0.519
4,115,1,1.60, 64,753,704, 2.802
4,116,1,1.65,133,269,726, 1.973
4,117,0,1.65,154,NaN,NaN,-1.000
4,118,1,1.65,147,576,327, 0.589
4,119,1,1.70,161,789,385, 0.522
4,120,1,1.65,110,811,835, 1.019
4,121,1,1.70,173,318,798, 0.481
4,122,1,1.65, 93,796,502, 0.636
4,123,1,1.60, 58,451,349, 1.258
4,124,1,1.65,117,832,625, 1.089
4,125,0,1.60, 77,NaN,NaN,-1.000
4,126,1,1.60, 43,451,956, 3.217
4,127,1,1.60, 48,377,647, 0.699
4,128,1,1.70,163,785,683, 0.708
4,129,0,1.65,156,NaN,NaN,-1.000
4,130,1,1.70,193,368,293, 0.755
4,131,1,1.60, 17,155,715, 4.334
4,132,1,1.65,106,567,299, 1.034
4,133,1,1.65,115,337,490, 0.609
4,134,1,1.70,190,483,153, 0.478
4,135,1,1.60, 13,727,440, 1.989
4,136,1,1.65,121,254,362, 0.782
4,137,1,1.65,112,280,642, 0.586
4,138,1,1.60, 27,380,720, 1.390
4,139,1,1.70,176,389,284, 0.491
4,140,1,1.65,135,462,824, 0.409
4,141,1,1.60,  7,279,204, 8.888
4,142,1,1.65, 85,241,562, 0.763
4,143,1,1.60, 57,657,196, 1.677
4,144,1,1.70,222,823,684, 1.544
4,145,0,1.65,160,NaN,NaN,-1.000
4,146,0,1.65,159,NaN,NaN,-1.000
4,147,1,1.65,105,751,433, 0.867
4,148,1,1.70,225,668,792, 0.627
4,149,1,1.70,172,703,694, 0.448
4,150,1,1.65,149,581,125, 0.746
4,151,1,1.70,175,470,721, 0.481
4,152,1,1.65, 82,865,377, 0.705
4,153,1,1.70,180,430,219, 0.455
4,154,1,1.70,196,698,682, 0.551
4,155,1,1.65, 94,191,718, 1.304
4,156,1,1.65, 83,636,749, 0.530
4,157,1,1.70,182,478,936, 0.598
4,158,1,1.65,140,873,778, 0.685
4,159,1,1.65,148,384,889, 0.863
4,160,1,1.65, 81,430,772, 0.504
4,161,1,1.60, 63,441,912, 1.579
4,162,1,1.65,109,632,117, 0.961
4,163,1,1.65,126,252,602, 0.636
4,164,1,1.60, 68,710,666, 1.297
4,165,1,1.60, 37,215,389, 1.081
4,166,1,1.70,194,890,642, 1.312
4,167,1,1.70,219,523,732, 0.574
4,168,1,1.70,191,140,546, 0.480
4,169,1,1.60, 30,278,259, 4.011
4,170,1,1.60, 35,594,779, 0.925
4,171,1,1.70,181,871,349, 0.841
4,172,1,1.60, 12,852,515, 1.335
4,173,1,1.65,101,769,758, 2.747
4,174,0,1.70,239,NaN,NaN,-1.000
4,175,1,1.70,226,463,201, 0.745
4,176,1,1.65, 96,118,681, 1.137
4,177,1,1.70,170,652,175, 1.438
4,178,1,1.70,227,807,634, 0.567
4,179,1,1.70,223,466,927, 0.651
4,180,1,1.60, 52,158,692, 0.756
4,181,1,1.65, 88,407,424, 0.553
4,182,1,1.60, 22,838,677, 2.048
4,183,0,1.70,234,NaN,NaN,-1.000
4,184,1,1.65, 92,734,524, 0.585
4,185,1,1.70,183,673,913, 0.539
4,186,1,1.65,138, 90,455, 2.516
4,187,1,1.65,123,420,475, 0.522
4,188,1,1.70,208,154,394, 0.502
4,189,1,1.65,114,931,611, 1.151
4,190,1,1.70,199,887,261, 0.566
4,191,1,1.70,213,174,538, 0.575
4,192,1,1.70,230,579,786, 0.814
4,193,1,1.65,127,350,412, 2.247
4,194,1,1.65,139,376,310, 0.539
4,195,1,1.70,167,676,220, 0.518
4,196,0,1.65,153,NaN,NaN,-1.000
4,197,1,1.70,200,584,164, 0.545
4,198,1,1.65,143,731,234, 0.635
4,199,1,1.60, 21,842,661, 3.807
4,200,1,1.70,221,326,602, 0.562
4,201,1,1.70,203,655,686, 0.962
4,202,1,1.65,124,322,623, 0.481
4,203,1,1.60, 53,716,745, 1.223
4,204,0,1.65,152,NaN,NaN,-1.000
4,205,1,1.60, 11,698,389, 0.527
4,206,1,1.70,209,319,173, 0.587
4,207,1,1.60, 14,312,195, 2.330
4,208,0,1.60, 71,NaN,NaN,-1.000
4,209,1,1.65,145,719,869, 0.601
4,210,1,1.60, 70,641,751, 0.590
4,211,1,1.70,168,617,620, 0.435
4,212,1,1.60, 20,509,922, 1.523
4,213,1,1.70,206,526,219, 0.468
4,214,1,1.60, 39,426,313, 0.866
4,215,0,1.70,233,NaN,NaN,-1.000
4,216,0,1.60, 79,NaN,NaN,-1.000
4,217,1,1.70,220,528,621, 0.411
4,218,1,1.60, 42,763,275, 4.682
4,219,1,1.60,  9,867,538, 0.753
4,220,1,1.70,205,623,181, 0.528
4,221,1,1.65,113,419,486, 0.470
4,222,1,1.60, 32,292,481, 3.236
4,223,1,1.70,215,198,457, 0.647
4,224,1,1.60, 28,712,637, 1.630
4,225,1,1.70,165,250,842, 1.521
4,226,1,1.60, 26,859,582, 4.334
4,227,0,1.70,240,NaN,NaN,-1.000
4,228,1,1.70,202,675,885, 0.541
4,229,1,1.70,169,676,188, 0.506
4,230,1,1.70,179,773,680, 0.457
4,231,0,1.70,235,NaN,NaN,-1.000
4,232,1,1.70,192,744,409, 0.499
4,233,1,1.65,141,228,721, 2.775
4,234,1,1.65,129,293,404, 0.661
4,235,1,1.70,177,790,322, 0.754
4,236,1,1.65,130,516,740, 1.681
4,237,1,1.60, 19,875,608, 1.214
4,238,0,1.60, 73,NaN,NaN,-1.000
4,239,1,1.65, 84,583,647, 0.589
4,240,1,1.65,119,859,463, 1.316
5,  1,1,1.60,  7,279,204, 3.398
5,  2,1,1.65,106,567,299, 0.888
5,  3,1,1.60, 12,852,515, 0.945
5,  4,1,1.60, 18,388,881, 3.900
5,  5,1,1.65, 86,672,402, 0.788
5,  6,1,1.60, 70,641,751, 2.921
5,  7,1,1.65,103,617,260, 2.206
5,  8,1,1.60, 47,380,589, 1.438
5,  9,1,1.60, 34,444,232, 0.721
5, 10,1,1.60, 37,215,389, 1.017
5, 11,1,1.65,149,581,125, 0.827
5, 12,1,1.65,143,731,234, 0.791
5, 13,0,1.60, 79,NaN,NaN,-1.000
5, 14,1,1.65,147,576,327, 0.552
5, 15,1,1.60, 22,838,677, 0.972
5, 16,0,1.70,238,NaN,NaN,-1.000
5, 17,1,1.70,211,752,421, 0.595
5, 18,1,1.70,201,609,340, 0.552
5, 19,1,1.60, 35,594,779, 1.165
5, 20,1,1.65,121,254,362, 1.903
5, 21,1,1.70,218,632,702, 1.088
5, 22,1,1.60, 54,124,462, 5.310
5, 23,1,1.65,142,535,956, 0.726
5, 24,0,1.60, 75,NaN,NaN,-1.000
5, 25,1,1.65, 91,609,580, 0.649
5, 26,0,1.65,152,NaN,NaN,-1.000
5, 27,1,1.70,169,676,188, 0.669
5, 28,0,1.60, 78,NaN,NaN,-1.000
5, 29,0,1.65,154,NaN,NaN,-1.000
5, 30,1,1.70,175,470,721, 0.600
5, 31,1,1.65,108,366,511, 0.746
5, 32,1,1.60, 27,380,720, 3.476
5, 33,0,1.70,236,NaN,NaN,-1.000
5, 34,1,1.60, 16,311,555, 0.819
5, 35,1,1.65,130,516,740, 1.295
5, 36,0,1.65,151,NaN,NaN,-1.000
5, 37,1,1.70,214,715,473, 0.589
5, 38,1,1.65,113,419,486, 0.538
5, 39,1,1.65, 83,636,749, 0.611
5, 40,1,1.65, 90,381,436, 0.654
5, 41,1,1.60, 49,735,710, 1.353
5, 42,1,1.60, 29,536,902, 4.747
5, 43,0,1.70,235,NaN,NaN,-1.000
5, 44,1,1.60, 44,700,218, 6.790
5, 45,1,1.65, 92,734,524, 0.596
5, 46,1,1.60,  8,456,955,40.741
5, 47,1,1.60, 40,220,659,40.610
5, 48,0,1.65,153,NaN,NaN,-1.000
5, 49,1,1.70,162,511,298, 0.505
5, 50,1,1.65,131,314,115, 1.004
5, 51,1,1.65,132,742,289, 0.696
5, 52,1,1.60, 66,433,877, 1.641
5, 53,1,1.70,202,675,885, 0.636
5, 54,1,1.60,  3,631,811, 5.042
5, 55,1,1.70,207,418,418, 0.498
5, 56,1,1.70,222,823,684, 0.860
5, 57,1,1.60, 45,860,644, 4.465
5, 58,1,1.70,224,945,575, 0.589
5, 59,1,1.70,230,579,786, 0.659
5, 60,1,1.70,179,773,680, 0.543
5, 61,1,1.65, 97,375,144, 1.402
5, 62,0,1.70,233,NaN,NaN,-1.000
5, 63,1,1.65,104,895,526, 0.863
5, 64,0,1.70,239,NaN,NaN,-1.000
5, 65,1,1.70,191,140,546, 0.658
5, 66,1,1.70,194,890,642, 0.755
5, 67,1,1.65,123,420,475, 0.539
5, 68,1,1.65,125,180,636, 0.789
5, 69,1,1.70,228,777,390, 0.759
5, 70,1,1.60, 39,426,313, 2.425
5, 71,1,1.70,205,623,181, 0.577
5, 72,1,1.70,176,389,284, 0.493
5, 73,1,1.70,216,342,902, 0.752
5, 74,1,1.60, 30,278,259, 4.986
5, 75,1,1.65,117,832,625, 0.665
5, 76,1,1.65, 98,581,843, 0.604
5, 77,1,1.70,181,871,349, 0.766
5, 78,1,1.65,115,337,490, 1.069
5, 79,1,1.65, 93,796,502, 0.590
5, 80,1,1.60, 64,753,704, 1.424
5, 81,1,1.60,  2,842,456, 2.020
5, 82,1,1.60, 32,292,481, 0.828
5, 83,1,1.65,102,443,650, 0.676
5, 84,0,1.60, 77,NaN,NaN,-1.000
5, 85,1,1.60, 31,306,678, 0.921
5, 86,0,1.60, 72,NaN,NaN,-1.000
5, 87,0,1.60, 71,NaN,NaN,-1.000
5, 88,1,1.65,122,193,503, 1.346
5, 89,1,1.60, 48,377,647, 0.614
5, 90,1,1.70,215,198,457, 0.561
5, 91,1,1.70,187,197,733, 0.493
5, 92,1,1.60, 57,657,196, 2.603
5, 93,1,1.65, 95,721,497, 0.511
5, 94,1,1.60,  4,181,416, 1.521
5, 95,1,1.65,114,931,611, 1.064
5, 96,1,1.65,110,811,835, 0.981
5, 97,1,1.70,204,791,389, 0.481
5, 98,1,1.60,  6,204,619, 1.363
5, 99,1,1.70,174,233,529, 0.600
5,100,1,1.60, 59,322,374, 4.033
5,101,1,1.70,192,744,409, 0.522
5,102,1,1.70,171,553,639, 0.446
5,103,1,1.65,111,687,206, 0.750
5,104,1,1.60, 17,155,715, 2.768
5,105,1,1.65, 94,191,718, 0.469
5,106,1,1.60, 56,238,246, 0.871
5,107,1,1.65,124,322,623, 0.410
5,108,1,1.70,172,703,694, 0.708
5,109,1,1.70,185,186,514, 0.483
5,110,1,1.60, 55,280,261, 0.749
5,111,1,1.60, 26,859,582, 1.138
5,112,1,1.65,134,485,925, 1.521
5,113,1,1.70,200,584,164, 0.863
5,114,1,1.65,100,269,612, 0.673
5,115,1,1.70,203,655,686, 0.729
5,116,1,1.60,  9,867,538, 0.816
5,117,1,1.60, 38,803,698, 1.139
5,118,1,1.65, 88,407,424, 1.268
5,119,1,1.65, 96,118,681, 0.839
5,120,1,1.70,183,673,913, 0.577
5,121,1,1.70,220,528,621, 0.472
5,122,0,1.60, 76,NaN,NaN,-1.000
5,123,1,1.60, 13,727,440, 5.898
5,124,1,1.70,161,789,385, 0.527
5,125,1,1.65, 84,583,647, 0.568
5,126,0,1.70,231,NaN,NaN,-1.000
5,127,1,1.60, 46,622,646, 1.447
5,128,1,1.60,  1,622,498, 2.319
5,129,1,1.70,182,478,936, 0.829
5,130,1,1.60, 61,470,891, 2.851
5,131,1,1.70,177,790,322, 0.794
5,132,0,1.70,232,NaN,NaN,-1.000
5,133,1,1.60, 60,403,606, 2.022
5,134,1,1.70,168,617,620, 0.544
5,135,1,1.70,166,270,772, 0.768
5,136,1,1.70,195,656,236, 0.712
5,137,1,1.70,209,319,173, 0.856
5,138,1,1.70,223,466,927, 0.914
5,139,1,1.60, 33,528,342, 5.800
5,140,1,1.65,107,879,344, 0.651
5,141,1,1.70,190,483,153, 0.589
5,142,1,1.60, 41,745,422, 1.036
